"Timestamp","ExperimentId","ClientId","Profile","ProfileName","ToolName","ScenarioName","ScenarioStartTime","ScenarioEndTime","MetricCategorization","MetricName","MetricValue","MetricUnit","MetricDescription","MetricRelativity","ExecutionSystem","OperatingSystemPlatform","OperationId","OperationParentId","AppHost","AppName","AppVersion","AppTelemetryVersion","Tags"
"2023-06-22T00:52:07.6255578Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","DependencyPackageInstallation","InstallOpenSSLPackage","2023-06-22T00:52:07.5841962Z","2023-06-22T00:52:07.6132387Z","","Succeeded","1","","Indicates the component or toolset execution succeeded for the scenario defined.","HigherIsBetter","","Win32NT","df2dd224-116a-49b1-b714-73f526f6ba9b","1c3e1b52-93d8-4711-b221-6066ddaeb797","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0",""
"2023-06-22T00:52:07.6688762Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","LspciMonitor","CaptureDeviceInformation","2023-06-22T00:52:07.6674004Z","2023-06-22T00:52:07.6681827Z","","Succeeded","1","","Indicates the component or toolset execution succeeded for the scenario defined.","HigherIsBetter","","Win32NT","034643b1-e5a0-4d1c-8922-447b7d3b1f97","1c3e1b52-93d8-4711-b221-6066ddaeb797","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0",""
"2023-06-22T00:52:47.6537483Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSSL","OpenSSL Speed","2023-06-22T00:52:17.1774713Z","2023-06-22T00:52:47.6166441Z","","md5 16-byte","26252.66","kilobytes/sec","","HigherIsBetter","","Win32NT","5abb76f6-2dbb-4717-8fcd-6d40dc9252b8","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0","CPU,OpenSSL,Cryptography"
"2023-06-22T00:52:47.6541074Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSSL","OpenSSL Speed","2023-06-22T00:52:17.1774713Z","2023-06-22T00:52:47.6166441Z","","md5 64-byte","104893.34","kilobytes/sec","","HigherIsBetter","","Win32NT","5abb76f6-2dbb-4717-8fcd-6d40dc9252b8","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0","CPU,OpenSSL,Cryptography"
"2023-06-22T00:52:47.6544674Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSSL","OpenSSL Speed","2023-06-22T00:52:17.1774713Z","2023-06-22T00:52:47.6166441Z","","md5 256-byte","303140.97","kilobytes/sec","","HigherIsBetter","","Win32NT","5abb76f6-2dbb-4717-8fcd-6d40dc9252b8","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0","CPU,OpenSSL,Cryptography"
"2023-06-22T00:52:47.6547670Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSSL","OpenSSL Speed","2023-06-22T00:52:17.1774713Z","2023-06-22T00:52:47.6166441Z","","md5 1024-byte","489799.23","kilobytes/sec","","HigherIsBetter","","Win32NT","5abb76f6-2dbb-4717-8fcd-6d40dc9252b8","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0","CPU,OpenSSL,Cryptography"
"2023-06-22T00:52:47.6549831Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSSL","OpenSSL Speed","2023-06-22T00:52:17.1774713Z","2023-06-22T00:52:47.6166441Z","","md5 8192-byte","644930.55","kilobytes/sec","","HigherIsBetter","","Win32NT","5abb76f6-2dbb-4717-8fcd-6d40dc9252b8","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0","CPU,OpenSSL,Cryptography"
"2023-06-22T00:52:47.6552471Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSSL","OpenSSL Speed","2023-06-22T00:52:17.1774713Z","2023-06-22T00:52:47.6166441Z","","md5 16384-byte","644151.45","kilobytes/sec","","HigherIsBetter","","Win32NT","5abb76f6-2dbb-4717-8fcd-6d40dc9252b8","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0","CPU,OpenSSL,Cryptography"
"2023-06-22T00:52:47.6568623Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSslExecutor","MD5","2023-06-22T00:52:16.1869109Z","2023-06-22T00:52:47.6560415Z","","Succeeded","1","","Indicates the component or toolset execution succeeded for the scenario defined.","HigherIsBetter","","Win32NT","5abb76f6-2dbb-4717-8fcd-6d40dc9252b8","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0",""
"2023-06-22T00:54:30.2767477Z","40d80a1f-1596-4494-9aaf-cc7f9d5c7532","longrun","PERF-CPU-OPENSSL (win-x64)","PERF-CPU-OPENSSL.json","OpenSSL","OpenSSL Speed","2023-06-22T00:54:00.1990353Z","2023-06-22T00:54:30.2751893Z","","sha1 16-byte","48715.58","kilobytes/sec","","HigherIsBetter","","Win32NT","ef5de5fa-129d-44fc-9b73-9d2a431830d7","246fecdc-0479-4178-ae7a-9be24966937c","LONGRUN","VirtualClient","1.6.0.0","1.6.0.0","CPU,OpenSSL,Cryptography"
